Site Name,County,Latitude,Longitutde,Sum,Animal,Bird,Bear,Elephant,Mink,Horned Bird,Water Spirit,No Tailed Turtle,LT Turtle,Tailed Quadruped,ST Quadruped,LT Quadrupeds,Linear,Unknown,Effigy,Dumbell,Club Linear,Chain,Conical,Bi-Conical,Oval,status ,,,,,,,,,,,,,,,,,,,,
Wanek,Richland ,43.215,-90.592,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,
Waterbirds,Richland ,43.275,-90.306,8,0,7,0,0,0,0,,,,,,,,,,,,,,,,unknown,1,,,,,,,,,,,,,,,,,,,
William Thompson 1,Richland ,43.213,-90.502,10,0,,2,0,0,0,,,,,,1,,,7,,,,,,,destroyed,,,,,,,,,,,,,,,,,,,,
William Thompson 2,Richland ,43.21,-90.502,4,0,3,0,0,0,0,,,,,,,,,1,,,,,,,destroyed,,,,,,,,,,,,,,,,,,,,
Wolf,Richland ,43.228,-90.468,8,0,1,0,0,0,0,,,,,,,,,5,,,,,,,destroyed,2,,,,,,,,,,,,,,,,,,,
A-15,Crawford ,43.004,-91.101,4,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
A-16,Crawford ,42.993,-91.069,3,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
A-17,Crawford ,43.368,-90.798,13,0,0,3,0,0,0,0,0,0,0,0,0,0,,,3,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
A-18,Crawford ,43.408,-90.766,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,destroyed,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
A-19,Crawford ,43.18,-90.888,7,0,1,1,0,0,0,0,0,0,0,0,0,0,,,2,,3,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
A-20,Crawford ,43.129,-91.038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
A-21,Crawford ,43.243,-91.035,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
A-23,Crawford ,43.359,-90.828,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
A-24,Crawford ,43.359,-90.819,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Armstrong,Crawford ,43.238,-91.058,12,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Batavia Bear,Crawford ,43.166,-91.038,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Bear Creek,Crawford ,43.357,-90.814,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Beckett #5,Crawford ,43.158,-91.138,8,0,0,1,0,0,0,0,0,0,0,0,0,0,,,2,,,,,,intact,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
Black Oats,Crawford ,43.158,-91.033,10,0,0,5,2,2,0,0,0,0,0,0,0,0,,,1,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Blackhawk Mounds,Crawford ,43.252,-90.869,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Bridgeport,Crawford ,43.006,-91.057,2,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Bryan,Crawford ,43.143,-90.729,5,0,0,2,0,0,0,0,0,0,0,0,0,0,,,3,,,,,,intact,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Calvary Cemetery Mound,Crawford ,43.0707532,-91.1495406,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Camel Mound,Crawford ,43.079,-91.136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Campbell Coulee I,Crawford ,43.086,-91.126,18,0,0,3,0,1,0,0,0,0,0,0,0,0,1,,2,,9,1,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Campbell Coulee II,Crawford ,43.088,-91.116,5,1,0,0,0,0,0,0,0,0,0,0,0,0,,,4,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Caya,Crawford ,43.209,-91.094,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Christianson I,Crawford ,43.093,-90.832,3,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Cipra,Crawford ,43.036,-90.987,21,0,0,1,0,0,0,0,0,0,0,0,0,0,,,7,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Citron Valley,Crawford ,43.202,-90.879,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,destroyed,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
Copper Creek II,Crawford ,43.317,-91.053,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,5,,,,,1,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Dahmen I,Crawford ,43.004,-91.107,16,0,0,1,0,0,0,0,0,0,0,0,0,0,,,2,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Dividing Ridge/Hazens Corners,Crawford ,43.127,-91.042,31,0,0,7,1,1,0,0,0,0,0,0,0,0,,,14,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Dremsa,Crawford ,43.169,-90.71,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Du Charme Split,Crawford ,43.152,-91.127,3,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Fairground,Crawford ,43.311,-90.843,14,0,2,7,0,0,0,0,0,0,0,0,0,0,,,5,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Famechon Ridge,Crawford ,43.123,-91.046,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Fischer I,Crawford ,43.291,-91.029,9,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,intact,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Foley I,Crawford ,43.223,-91.053,10,0,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,intact (protected),0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Foot of the Hill,Crawford ,43.391,-90.793,13,0,5,2,0,0,0,0,0,0,0,0,0,0,,,3,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Four Kites,Crawford ,43.158,-91.097,4,0,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Gays Mills,Crawford ,43.314,-90.853,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Gravel Pit I,Crawford ,43.009,-91.109,8,0,0,1,0,1,0,0,0,0,0,0,0,0,,,2,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Gravel Pit II,Crawford ,43.011,-91.114,25,0,0,1,0,3,0,0,0,0,0,0,0,0,,,18,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Hogback I,Crawford ,43.203,-90.869,8,0,3,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"Hogback II 
",Crawford ,43.193,-90.869,5,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Hogback III,Crawford ,43.192,-90.87,3,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Interested Bear,Crawford ,43.158,-91.086,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Kickapoo River Road,Crawford ,43.295,-90.839,4,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Knoble,Crawford ,43.348,-90.838,17,0,0,6,0,0,0,0,0,0,0,0,0,0,,,9,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Knower,Crawford ,43.405,-91.1,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Lennon Ridge,Crawford ,43.406,-90.892,28,0,15,13,0,0,0,0,0,0,0,0,0,0,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Level Plat,Crawford ,43.002,-91.101,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Limery Coulee II,Crawford ,43.085,-91.136,2,0,0,,0,0,0,1,0,0,0,0,0,0,,,1,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Metz,Crawford ,43.347,-91.046,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,intact,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Petersburg,Crawford ,43.274,-90.839,2,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,1,1,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Picatee Coulee I,Crawford ,43.136,-91.153,4,0,0,,0,0,0,0,0,0,0,0,0,0,,,2,,,2,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Pomerening,Crawford ,43.092,-90.836,6,0,0,1,0,0,0,0,0,0,0,0,0,0,,,5,,,,,,intact,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Prairie du Chien,Crawford ,43.037,-91.114,2,0,0,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
PSA,Crawford ,43.387,-90.803,21,0,14,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Richland Creek,Crawford ,43.166,-90.71,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Roosa,Crawford ,43.38,-91.021,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Roy Peterson,Crawford ,43.226,-91.07,5,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,intact,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Rush Creek Effigy,Crawford ,43.375,-91.153,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Rush Creek I,Crawford ,43.374,-91.152,39,0,0,2,0,1,0,0,0,0,2,0,0,0,3,1,12,,,,,1,intact,0,0,0,4,0,0,0,0,1,,,,,,,,,,,
Rush Creek II,Crawford ,43.376,-91.147,2,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,,unknown,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
Sand Creek,Crawford ,43.286,-90.84,8,0,2,,0,0,0,0,0,0,0,0,0,0,,,5,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Sand Hill Road Spring,Crawford ,43.285,-90.84,3,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Selch I,Crawford ,43.023,-91.109,3,0,0,2,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,intact,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Sherry I,Crawford ,43.393,-90.797,18,0,0,1,0,0,0,0,0,0,0,0,0,0,,,4,,,,,,unknown,0,0,0,0,1,0,0,0,0,,,,,,,,,,,
Slough,Crawford ,43.01,-91.032,22,0,0,1,0,1,0,0,0,0,0,0,0,0,,,11,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Smith II,Crawford ,43.283,-91.035,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Smith Hollow,Crawford ,43.359,-90.815,19,0,2,3,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Soaring Buzzard,Crawford ,43.166,-91.133,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,intact,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Soldier's Grove,Crawford ,43.402,-90.767,20,0,0,2,0,0,0,0,0,0,0,0,0,0,2,,10,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Straight Line,Crawford ,43.356,-90.838,5,0,0,1,0,0,0,0,0,0,0,0,0,0,,,4,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Straka,Crawford ,43.125,-90.89,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,intact,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Strong Swallow,Crawford ,43.153,-91.013,1,,,,1,,,,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,,,,,,,,,,,,,,
Strong's Man Mound,Crawford ,43.212,-91.048,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Sully,Crawford ,43.272,-91.037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,intact,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Swatek Ridge,Crawford ,43.198,-91.012,18,0,0,3,1,3,0,0,0,0,0,0,0,0,,,9,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Varo,Crawford ,43.201,-91.108,3,0,0,0,1,0,0,0,0,0,0,0,0,0,,,2,,,,,,intact,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Vilas/Flucke,Crawford ,43.009,-91.149,62,0,0,0,0,1,0,0,0,0,0,0,0,0,,,5,,,,,,partially destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Wall Ridge,Crawford ,43.187,-91.067,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Wall-Smethurst,Crawford ,43.201,-91.111,12,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Wallin I,Crawford ,43.243,-91.054,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Wauzeka Ridge I,Crawford ,43.095,-90.869,2,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Wauzeka Ridge II,Crawford ,43.094,-90.873,3,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,unknown,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Wauzeka Terrace East,Crawford ,43.085,-90.879,4,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,unknown,0,0,0,0,1,0,0,0,0,,,,,,,,,,,
Wauzeka Terrace West,Crawford ,43.084,-90.92,4,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,unknown,0,0,0,0,1,0,0,0,0,,,,,,,,,,,
X-131,Crawford ,43.361,-90.812,8,0,1,2,0,0,0,0,0,0,0,0,0,0,,,4,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Zinkle I,Crawford ,43.137,-91.106,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,destroyed,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
,,,,4172,,387,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
